nconf;datareg;codall;regione;provincia;comune;Sezione ;specie;materiale;ceppo;antibiotico;ris
332.525;06/11/2018;;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;GATTO;FECI;Escherichia coli;Penicillina;R
332.525;06/11/2018;;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;GATTO;FECI;Escherichia coli;Rifampicina;I
332.525;06/11/2018;;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;GATTO;FECI;Escherichia coli;Tetraciclina;S
332.525;06/11/2018;;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;GATTO;FECI;Escherichia coli;Tilmicosina;R
332.525;06/11/2018;;Lombardia;BG;Ponte San Pietro;Sezione di Bergamo - Laboratorio Diagnostica Generale;GATTO;FECI;Escherichia coli;Trimetoprim + Sulfonamidi;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Acido Nalidixico;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Amoxicillina + Ac.Clavulanico;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Ampicillina;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Cefalexina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Cefazolina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Ceftiofur;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Colistina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Enrofloxacin;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Eritromicina;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Florfenicolo;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Gentamicina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Kanamicina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Oxacillina;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Penicillina;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Spectinomicina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Tetraciclina;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Tilmicosina;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Escherichia coli;Trimetoprim + Sulfonamidi;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Acido Nalidixico;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Ampicillina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Cefalexina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Cefalotina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Ceftiofur;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Colistina;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Enrofloxacin;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Eritromicina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Florfenicolo;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Gentamicina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Kanamicina;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Oxacillina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Penicillina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Spectinomicina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Tetraciclina;R
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Tilmicosina;S
335.556;07/11/2018;;Lombardia;BG;Valbrembo;Sezione di Bergamo - Laboratorio Diagnostica Generale;RINOCERONTE;TAMPONE;Gen. Streptococcus;Trimetoprim + Sulfonamidi;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ampicillina;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Cefalotina;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ceftiofur;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Enrofloxacin;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Eritromicina;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Kanamicina;R
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Oxacillina;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Penicillina;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Pirlimicina;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Rifampicina;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Sulfisoxazolo;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tetraciclina;R
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tilmicosina;S
335.591;07/11/2018;157BG006;Lombardia;BG;Palosco;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Trimetoprim + Sulfonamidi;S
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ampicillina;S
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Cefalotina;S
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ceftiofur;S
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Enrofloxacin;S
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Eritromicina;S
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Kanamicina;R
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Oxacillina;S
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Penicillina;S
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Pirlimicina;S
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Rifampicina;S
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Sulfisoxazolo;R
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tetraciclina;R
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tilmicosina;S
335.711;07/11/2018;112BG003;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Trimetoprim + Sulfonamidi;S
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Acido Nalidixico;R
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Amoxicillina + Ac.Clavulanico;R
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Ampicillina;R
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Cefalexina;S
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Cefalotina;S
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Ceftiofur;S
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Colistina;R
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Enrofloxacin;S
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Eritromicina;S
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Florfenicolo;S
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Gentamicina;S
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Kanamicina;S
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Oxacillina;I
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Penicillina;R
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Spectinomicina;S
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Tetraciclina;S
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Tilmicosina;S
336.419;07/11/2018;;Lombardia;BG;Nembro;Sezione di Bergamo - Laboratorio Diagnostica Generale;CAVALLO;TAMPONE UTERINO;Staphylococcus aureus;Trimetoprim + Sulfonamidi;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Amikacina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Amoxicillina + Ac.Clavulanico;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Ampicillina;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Cefazolina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Cefpodoxime;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Clindamicina;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Cloramfenicolo;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Enrofloxacin;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Eritromicina;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Gentamicina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Kanamicina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Nitrofurantoina;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Penicillina;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Rifampicina;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Tetraciclina;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Tilmicosina;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Gen. proteus;Trimetoprim + Sulfonamidi;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Amikacina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Amoxicillina + Ac.Clavulanico;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Ampicillina;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Cefalotina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Cefpodoxime;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Clindamicina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Cloramfenicolo;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Enrofloxacin;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Eritromicina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Gentamicina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Kanamicina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Nitrofurantoina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Penicillina;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Rifampicina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Tetraciclina;R
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Tilmicosina;S
338.074;08/11/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;TAMPONE;Staphylococcus aureus;Trimetoprim + Sulfonamidi;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ampicillina;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Cefalotina;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Cefazolina;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ceftiofur;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Enrofloxacin;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Eritromicina;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Kanamicina;R
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Oxacillina;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Penicillina;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Pirlimicina;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Rifampicina;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Sulfisoxazolo;R
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tetraciclina;R
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tilmicosina;S
340.737;10/11/2018;053BG058;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Trimetoprim + Sulfonamidi;S
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Amikacina;S
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Amoxicillina + Ac.Clavulanico;R
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Ampicillina;R
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Cefazolina;R
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Cefpodoxime;S
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Clindamicina;R
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Cloramfenicolo;S
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Enrofloxacin;R
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Eritromicina;R
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Gentamicina;R
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Kanamicina;R
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Nitrofurantoina;S
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Penicillina;R
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Rifampicina;R
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Tetraciclina;S
341.345;12/11/2018;;Lombardia;BG;Seriate;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;URINA;Escherichia coli;Tilmicosina;R
